Time,\\pi3\LR09144901L%P2O5,\\pi3\MKP_LAB449SO4%,\\pi3\MKP_DT_40450
03/10/2023 00:07:15.831,,,1.2538
03/10/2023 00:03:04.926,,4.45,
02/10/2023 23:59:20.459,15,,
02/10/2023 23:58:17.060,,,1.2545
02/10/2023 23:55:57.981,,,1.257
02/10/2023 23:53:04.926,,4.45,
02/10/2023 23:50:17.877,,,1.2557
02/10/2023 23:49:20.459,15,,
02/10/2023 23:46:01.521,,,1.2572
02/10/2023 23:43:04.926,,4.45,
02/10/2023 23:39:20.459,15,,
02/10/2023 23:38:03.809,,,1.2541
02/10/2023 23:36:04.597,,4.4,
02/10/2023 23:35:31.684,,,1.2588
02/10/2023 23:30:41.598,15.2,,
02/10/2023 23:30:39.657,,,1.2508
02/10/2023 23:29:11.922,,,1.2573
02/10/2023 23:26:04.597,,4.4,
02/10/2023 23:21:17.104,,,1.253
02/10/2023 23:20:41.598,15.2,,
02/10/2023 23:17:18.179,,,1.2569
02/10/2023 23:16:04.597,,4.4,
02/10/2023 23:12:47.385,,,1.2553
02/10/2023 23:10:41.598,15.2,,
02/10/2023 23:08:31.042,,,1.253
02/10/2023 23:06:04.597,,4.4,
02/10/2023 23:05:22.026,,,1.2576
02/10/2023 23:02:18.181,,,1.2529
02/10/2023 23:01:01.538,,,1.2538
02/10/2023 23:00:41.598,15.2,,
02/10/2023 22:56:17.636,,,1.2558
02/10/2023 22:56:04.597,,4.4,
02/10/2023 22:52:56.472,,,1.2526
02/10/2023 22:50:48.945,,,1.2567
02/10/2023 22:50:41.598,15.2,,
02/10/2023 22:46:04.597,,4.4,
02/10/2023 22:42:56.058,,,1.2531
02/10/2023 22:40:41.598,15.2,,
02/10/2023 22:38:25.520,,,1.2559
02/10/2023 22:36:04.597,,4.4,
02/10/2023 22:34:49.205,,,1.254
02/10/2023 22:31:03.452,,,1.2589
02/10/2023 22:30:41.598,15.2,,
02/10/2023 22:29:03.951,,,1.2525
02/10/2023 22:26:04.597,,4.4,
02/10/2023 22:23:55.543,,,1.2574
02/10/2023 22:20:41.598,15.2,,
02/10/2023 22:20:19.151,,,1.2557
02/10/2023 22:16:21.345,,,1.2508
02/10/2023 22:16:04.597,,4.4,
02/10/2023 22:14:26.980,,,1.2544
02/10/2023 22:10:41.598,15.2,,
02/10/2023 22:08:51.029,,,1.2549
02/10/2023 22:06:04.597,,4.4,
02/10/2023 22:05:01.167,,,1.2538
02/10/2023 22:00:41.598,15.2,,
02/10/2023 22:00:29.297,,,1.2558
02/10/2023 21:57:41.768,,,1.2533
02/10/2023 21:56:42.376,15.11,,
02/10/2023 21:56:04.597,,4.4,
02/10/2023 21:54:07.331,,,1.2586
02/10/2023 21:52:44.649,,,1.2545
02/10/2023 21:51:18.838,,,1.0006
02/10/2023 21:48:17.859,,,1.2597
02/10/2023 21:46:42.376,15.11,,
02/10/2023 21:46:04.597,,4.4,
02/10/2023 21:46:03.136,,,1.2591
02/10/2023 21:43:20.652,,,1.2514
02/10/2023 21:39:13.393,,,1.2584
02/10/2023 21:36:42.376,15.11,,
02/10/2023 21:36:04.597,,4.4,
02/10/2023 21:30:50.574,,,1.2534
02/10/2023 21:29:01.293,,,1.256
02/10/2023 21:26:42.376,15.11,,
02/10/2023 21:26:04.597,,4.4,
02/10/2023 21:23:32.941,,,1.2557
02/10/2023 21:19:01.184,,,1.254
02/10/2023 21:16:42.376,15.11,,
02/10/2023 21:16:10.512,,,1.2585
02/10/2023 21:16:04.597,,4.4,
02/10/2023 21:09:54.690,,,1.2529
02/10/2023 21:08:11.530,,,1.2573
02/10/2023 21:06:42.376,15.11,,
02/10/2023 21:06:04.597,,4.4,
02/10/2023 20:57:43.808,,,1.2526
02/10/2023 20:56:42.376,15.11,,
02/10/2023 20:56:04.597,,4.4,
02/10/2023 20:55:20.748,,,1.2588
02/10/2023 20:49:49.783,,,1.2559
02/10/2023 20:46:56.322,,,1.2542
02/10/2023 20:46:42.376,15.11,,
02/10/2023 20:46:04.597,,4.4,
02/10/2023 20:43:33.038,,,1.2575
02/10/2023 20:39:07.347,,,1.2555
02/10/2023 20:36:42.376,15.11,,
02/10/2023 20:36:04.597,,4.4,
02/10/2023 20:33:37.444,,,1.2588
02/10/2023 20:26:42.376,15.11,,
02/10/2023 20:26:04.597,,4.4,
02/10/2023 20:24:41.198,,,1.2553
02/10/2023 20:22:14.081,,,1.2573
02/10/2023 20:18:22.683,,,1.2603
02/10/2023 20:17:00.993,,,1.2555
02/10/2023 20:16:42.376,15.11,,
02/10/2023 20:16:04.597,,4.4,
02/10/2023 20:11:34.118,,,1.258
02/10/2023 20:06:42.376,15.11,,
02/10/2023 20:06:04.597,,4.4,
02/10/2023 20:04:35.414,,,1.2557
02/10/2023 20:01:19.352,,,1.2533
02/10/2023 19:59:28.988,,,1.258
02/10/2023 19:56:42.376,15.11,,
02/10/2023 19:56:04.597,,4.4,
02/10/2023 19:55:09.480,,,1.2578
02/10/2023 19:50:29.652,,,1.2545
02/10/2023 19:49:28.528,,4.35,
02/10/2023 19:49:01.844,,,1.2585
02/10/2023 19:46:42.376,15.11,,
02/10/2023 19:44:57.666,,,1.2552
02/10/2023 19:43:54.276,,,1.2554
02/10/2023 19:40:06.531,,,1.2554
02/10/2023 19:39:28.528,,4.35,
02/10/2023 19:37:19.041,,,1.2617
02/10/2023 19:36:42.376,15.11,,
02/10/2023 19:33:27.242,,,1.2553
02/10/2023 19:30:44.005,,,1.257
02/10/2023 19:29:28.528,,4.35,
02/10/2023 19:29:16.381,,,1.2582
02/10/2023 19:26:42.376,15.11,,
02/10/2023 19:24:41.591,,,1.2613
02/10/2023 19:23:19.869,,,1.2546
02/10/2023 19:19:28.528,,4.35,
02/10/2023 19:19:22.141,,,1.2559
02/10/2023 19:16:42.376,15.11,,
02/10/2023 19:16:16.224,,,1.261
02/10/2023 19:14:32.043,,,1.2561
02/10/2023 19:12:00.990,,,1.2596
02/10/2023 19:09:28.528,,4.35,
02/10/2023 19:06:42.376,15.11,,
02/10/2023 19:05:26.353,,,1.2568
02/10/2023 19:02:34.699,,,1.2567
02/10/2023 18:59:28.528,,4.35,
02/10/2023 18:58:15.168,,,1.2615
02/10/2023 18:56:54.437,,,1.2555
02/10/2023 18:56:42.376,15.11,,
02/10/2023 18:52:21.847,,,1.2571
02/10/2023 18:50:22.288,,,1.2619
02/10/2023 18:49:28.528,,4.35,
02/10/2023 18:47:14.302,,,1.2571
02/10/2023 18:46:42.376,15.11,,
02/10/2023 18:43:51.144,,,1.2557
02/10/2023 18:39:28.528,,4.35,
02/10/2023 18:37:24.888,,,1.2575
02/10/2023 18:36:42.376,15.11,,
02/10/2023 18:32:16.693,,,1.2568
02/10/2023 18:29:28.528,,4.35,
02/10/2023 18:27:37.715,,,1.2614
02/10/2023 18:26:42.376,15.11,,
02/10/2023 18:24:25.782,,,1.2567
02/10/2023 18:22:09.832,,,1.2589
02/10/2023 18:19:28.528,,4.35,
02/10/2023 18:17:43.826,,,1.2636
02/10/2023 18:16:42.376,15.11,,
02/10/2023 18:16:05.696,,,1.2573
02/10/2023 18:13:03.976,,,1.2594
02/10/2023 18:10:29.790,,,1.2628
02/10/2023 18:09:28.528,,4.35,
02/10/2023 18:08:04.721,,,1.2565
02/10/2023 18:06:42.376,15.11,,
02/10/2023 18:03:35.156,,,1.2584
02/10/2023 18:02:16.437,,,1.2612
02/10/2023 17:59:28.528,,4.35,
02/10/2023 17:56:42.376,15.11,,
02/10/2023 17:56:34.278,,,1.2574
02/10/2023 17:51:04.583,,,1.2609
02/10/2023 17:49:28.528,,4.35,
02/10/2023 17:46:42.376,15.11,,
02/10/2023 17:43:14.470,15.02,,
02/10/2023 17:42:51.443,,,1.2574
02/10/2023 17:40:33.615,,,1.2596
02/10/2023 17:39:28.528,,4.35,
02/10/2023 17:36:10.006,,,1.2628
02/10/2023 17:35:01.688,,,1.2577
02/10/2023 17:33:14.470,15.02,,
02/10/2023 17:29:42.235,,,1.2617
02/10/2023 17:29:28.528,,4.35,
02/10/2023 17:24:09.371,,,1.2603
02/10/2023 17:23:14.470,15.02,,
02/10/2023 17:21:34.087,,,1.257
02/10/2023 17:19:28.528,,4.35,
02/10/2023 17:18:53.861,,,1.2592
02/10/2023 17:13:35.304,,,1.2623
02/10/2023 17:13:14.470,15.02,,
02/10/2023 17:09:28.528,,4.35,
02/10/2023 17:07:34.991,,,1.2592
02/10/2023 17:03:14.470,15.02,,
02/10/2023 16:59:28.528,,4.35,
02/10/2023 16:58:57.020,,,1.2625
02/10/2023 16:53:33.328,,,1.261
02/10/2023 16:53:14.470,15.02,,
02/10/2023 16:49:28.528,,4.35,
02/10/2023 16:48:26.007,,,1.2577
02/10/2023 16:46:33.576,,,1.2643
02/10/2023 16:43:14.470,15.02,,
02/10/2023 16:42:51.956,,,1.2612
02/10/2023 16:39:28.528,,4.35,
02/10/2023 16:37:44.477,,,1.2595
02/10/2023 16:35:56.986,15.16,,
02/10/2023 16:33:52.690,,,1.2636
02/10/2023 16:30:03.905,,,1.2573
02/10/2023 16:29:28.528,,4.35,
02/10/2023 16:28:36.140,,,1.2627
02/10/2023 16:25:56.986,15.16,,
02/10/2023 16:24:20.696,,,1.2603
02/10/2023 16:19:28.528,,4.35,
02/10/2023 16:16:51.660,,,1.2591
02/10/2023 16:15:56.986,15.16,,
02/10/2023 16:11:14.700,,,1.2623
02/10/2023 16:09:28.528,,4.35,
02/10/2023 16:07:46.399,,,1.2596
02/10/2023 16:05:56.986,15.16,,
02/10/2023 16:05:49.920,,,1.2592
02/10/2023 16:02:19.552,,,1.264
02/10/2023 15:59:43.165,,,1.258
02/10/2023 15:59:28.528,,4.35,
02/10/2023 15:56:44.339,,,1.2597
02/10/2023 15:55:56.986,15.16,,
02/10/2023 15:52:39.283,,,1.2662
02/10/2023 15:49:28.528,,4.35,
02/10/2023 15:48:12.808,,,1.26
02/10/2023 15:46:10.229,,,1.2664
02/10/2023 15:45:56.986,15.16,,
02/10/2023 15:42:01.097,,,1.2625
02/10/2023 15:39:28.528,,4.35,
02/10/2023 15:37:38.754,,,1.2596
02/10/2023 15:35:56.986,15.16,,
02/10/2023 15:30:00.185,,,1.2674
02/10/2023 15:29:28.528,,4.35,
02/10/2023 15:27:35.187,,,1.2606
02/10/2023 15:25:56.986,15.16,,
02/10/2023 15:24:07.004,,,1.2637
02/10/2023 15:20:44.822,,,1.2622
02/10/2023 15:19:28.528,,4.35,
02/10/2023 15:16:50.889,,,1.2604
02/10/2023 15:15:56.986,15.16,,
02/10/2023 15:15:46.606,,,1.2656
02/10/2023 15:11:59.944,,,1.2624
02/10/2023 15:09:28.528,,4.35,
02/10/2023 15:06:34.261,,,1.264
02/10/2023 15:05:56.986,15.16,,
02/10/2023 15:01:23.732,,,1.2625
02/10/2023 14:59:28.528,,4.35,
02/10/2023 14:55:56.986,15.16,,
02/10/2023 14:54:09.650,,,1.2611
02/10/2023 14:52:05.089,,,1.2678
02/10/2023 14:49:28.528,,4.35,
02/10/2023 14:49:27.849,,,1.2617
02/10/2023 14:45:56.986,15.16,,
02/10/2023 14:44:11.349,,,1.2636
02/10/2023 14:39:28.528,,4.35,
02/10/2023 14:37:21.788,,,1.2649
02/10/2023 14:35:56.986,15.16,,
02/10/2023 14:32:55.139,,,1.2627
02/10/2023 14:31:04.897,,,1.2709
02/10/2023 14:29:54.456,,,1.0285
02/10/2023 14:29:28.528,,4.35,
02/10/2023 14:27:26.122,15.15,,
02/10/2023 14:26:36.193,,,1.2658
02/10/2023 14:23:14.008,,,1.2654
02/10/2023 14:21:49.190,,,1.2609
02/10/2023 14:19:28.528,,4.35,
02/10/2023 14:17:26.122,15.15,,
02/10/2023 14:17:15.592,,,1.2691
02/10/2023 14:13:39.081,,,1.2659
02/10/2023 14:09:28.528,,4.35,
02/10/2023 14:09:13.444,,,1.2658
02/10/2023 14:07:26.122,15.15,,
02/10/2023 14:06:45.387,,,1.2646
02/10/2023 14:00:54.938,,,1.2661
02/10/2023 13:59:28.528,,4.35,
02/10/2023 13:57:26.122,15.15,,
02/10/2023 13:54:15.497,,,1.2672
02/10/2023 13:50:36.772,,,1.2724
02/10/2023 13:49:28.528,,4.35,
02/10/2023 13:47:32.884,,,1.2638
02/10/2023 13:47:26.122,15.15,,
02/10/2023 13:41:29.958,,,1.2678
02/10/2023 13:39:28.528,,4.35,
02/10/2023 13:37:26.122,15.15,,
02/10/2023 13:33:49.966,,,1.263
02/10/2023 13:29:28.528,,4.35,
02/10/2023 13:28:06.835,,,1.2696
02/10/2023 13:27:26.122,15.15,,
02/10/2023 13:25:15.520,,,1.2663
02/10/2023 13:23:37.054,,,1.2617
02/10/2023 13:21:46.205,,,1.2676
02/10/2023 13:19:28.528,,4.35,
02/10/2023 13:17:26.122,15.15,,
02/10/2023 13:14:52.682,,,1.2644
02/10/2023 13:12:21.477,,,1.2728
02/10/2023 13:09:28.528,,4.35,
02/10/2023 13:08:45.469,,,1.0138
02/10/2023 13:07:26.122,15.15,,
02/10/2023 13:06:05.051,,,1.2621
02/10/2023 13:03:12.403,,,1.2647
02/10/2023 13:01:30.271,,,1.2625
02/10/2023 13:00:06.530,,,1.269
02/10/2023 12:59:28.528,,4.35,
02/10/2023 12:57:26.122,15.15,,
02/10/2023 12:56:37.478,15.31,,
02/10/2023 12:56:03.336,,,1.2671
02/10/2023 12:51:05.889,,,1.263
02/10/2023 12:49:48.172,,,1.2695
02/10/2023 12:49:28.528,,4.35,
02/10/2023 12:46:37.478,15.31,,
02/10/2023 12:45:36.749,,,1.2681
02/10/2023 12:42:20.465,,,1.2656
02/10/2023 12:40:31.155,,,1.2655
02/10/2023 12:39:28.528,,4.35,
02/10/2023 12:38:29.495,,,1.2691
02/10/2023 12:36:37.478,15.31,,
02/10/2023 12:33:50.355,,,1.268
02/10/2023 12:30:23.910,,,1.2641
02/10/2023 12:29:28.528,,4.35,
02/10/2023 12:26:45.218,,,1.2691
02/10/2023 12:26:37.478,15.31,,
02/10/2023 12:24:45.445,,,1.2613
02/10/2023 12:20:27.910,,,1.2698
02/10/2023 12:19:28.528,,4.35,
02/10/2023 12:16:37.478,15.31,,
02/10/2023 12:15:06.867,,,1.2683
02/10/2023 12:11:07.661,,,1.2655
02/10/2023 12:09:28.528,,4.35,
02/10/2023 12:08:27.353,,,1.2689
02/10/2023 12:06:37.478,15.31,,
02/10/2023 11:59:28.528,,4.35,
02/10/2023 11:59:17.257,,,1.2656
02/10/2023 11:56:37.478,15.31,,
02/10/2023 11:54:05.413,,,1.2704
02/10/2023 11:50:46.553,,,1.2658
02/10/2023 11:49:28.528,,4.35,
02/10/2023 11:47:59.474,,,1.2687
02/10/2023 11:46:37.478,15.31,,
02/10/2023 11:43:57.174,,,1.2672
02/10/2023 11:39:28.528,,4.35,
02/10/2023 11:38:20.961,,,1.2648
02/10/2023 11:36:37.478,15.31,,
02/10/2023 11:35:14.858,,,1.2699
02/10/2023 11:32:25.234,,,1.2685
02/10/2023 11:29:28.528,,4.35,
02/10/2023 11:26:37.478,15.31,,
02/10/2023 11:22:56.727,,,1.2705
02/10/2023 11:19:28.528,,4.35,
02/10/2023 11:16:37.478,15.31,,
02/10/2023 11:10:56.285,,,1.2694
02/10/2023 11:09:28.528,,4.35,
02/10/2023 11:06:37.478,15.31,,
02/10/2023 11:05:29.192,,,1.266
02/10/2023 11:04:28.919,,,1.2717
02/10/2023 10:59:28.528,,4.35,
02/10/2023 10:58:21.751,,,1.2687
02/10/2023 10:56:37.478,15.31,,
02/10/2023 10:56:34.359,,,1.0008
02/10/2023 10:50:32.473,,,1.2643
02/10/2023 10:49:28.528,,4.35,
02/10/2023 10:47:22.344,,,1.2671
02/10/2023 10:46:37.478,15.31,,
02/10/2023 10:40:15.800,,,1.2717
02/10/2023 10:39:28.528,,4.35,
02/10/2023 10:38:49.878,,,1.2678
02/10/2023 10:37:49.567,,,1.0011
02/10/2023 10:36:37.478,15.31,,
02/10/2023 10:34:49.647,,,1.2722
02/10/2023 10:30:11.191,,,1.268
02/10/2023 10:29:28.528,,4.35,
02/10/2023 10:26:37.478,15.31,,
02/10/2023 10:24:52.087,,,1.2653
02/10/2023 10:24:50.547,15.22,,
02/10/2023 10:19:32.256,,,1.2702
02/10/2023 10:19:28.528,,4.35,
02/10/2023 10:18:01.290,,,1.2656
02/10/2023 10:14:50.547,15.22,,
02/10/2023 10:09:28.528,,4.35,
02/10/2023 10:08:21.565,,,1.2682
02/10/2023 10:04:50.547,15.22,,
02/10/2023 10:03:14.364,,,1.266
02/10/2023 09:59:28.528,,4.35,
02/10/2023 09:58:17.926,,,1.2685
02/10/2023 09:54:50.547,15.22,,
02/10/2023 09:53:39.028,,,1.2662
02/10/2023 09:52:18.000,,,1.2677
02/10/2023 09:49:28.528,,4.35,
02/10/2023 09:47:09.316,,,1.2664
02/10/2023 09:44:50.547,15.22,,
02/10/2023 09:43:16.285,,,1.2676
02/10/2023 09:39:28.528,,4.35,
02/10/2023 09:34:50.547,15.22,,
02/10/2023 09:34:19.418,,,1.2646
02/10/2023 09:30:28.432,,,1.2696
02/10/2023 09:29:28.528,,4.35,
02/10/2023 09:27:40.232,,,1.2649
02/10/2023 09:24:50.547,15.22,,
02/10/2023 09:24:11.675,,,1.2634
02/10/2023 09:22:33.557,,,1.2683
02/10/2023 09:19:28.528,,4.35,
02/10/2023 09:18:17.278,,,1.2653
02/10/2023 09:14:50.547,15.22,,
02/10/2023 09:12:43.836,,,1.2666
02/10/2023 09:09:28.528,,4.35,
02/10/2023 09:04:50.547,15.22,,
02/10/2023 09:00:53.539,,,1.2639
02/10/2023 09:00:01.800,15.1,,
02/10/2023 08:59:28.528,,4.35,
02/10/2023 08:52:30.626,,,1.2691
02/10/2023 08:51:28.316,,,1.0443
02/10/2023 08:50:01.800,15.1,,
02/10/2023 08:49:28.528,,4.35,
02/10/2023 08:45:45.773,,,1.2628
02/10/2023 08:40:01.800,15.1,,
02/10/2023 08:39:28.528,,4.35,
02/10/2023 08:37:34.357,,,1.2677
02/10/2023 08:35:51.120,,,1.263
02/10/2023 08:30:01.800,15.1,,
02/10/2023 08:29:44.459,,,1.2645
02/10/2023 08:29:28.528,,4.35,
02/10/2023 08:24:34.808,,,1.2677
02/10/2023 08:22:46.639,,,1.2631
02/10/2023 08:20:01.800,15.1,,
02/10/2023 08:19:28.528,,4.35,
02/10/2023 08:13:11.694,,,1.2665
02/10/2023 08:10:01.800,15.1,,
02/10/2023 08:09:28.528,,4.35,
02/10/2023 08:09:18.224,,,1.2616
02/10/2023 08:06:27.555,,,1.2666
02/10/2023 08:01:12.863,,,1.2631
02/10/2023 08:00:01.800,15.1,,
02/10/2023 07:59:28.528,,4.35,
02/10/2023 07:58:01.968,,,1.2665
02/10/2023 07:56:59.614,,,1.2665
02/10/2023 07:54:05.781,,,1.265
02/10/2023 07:52:55.353,,,1.0537
02/10/2023 07:50:01.800,15.1,,
02/10/2023 07:49:51.479,,,1.2618
02/10/2023 07:49:28.528,,4.35,
02/10/2023 07:47:26.466,,,1.2664
02/10/2023 07:43:25.243,,,1.2646
02/10/2023 07:40:01.800,15.1,,
02/10/2023 07:39:28.528,,4.35,
02/10/2023 07:38:54.650,,,1.2649
02/10/2023 07:34:59.516,,,1.2646
02/10/2023 07:31:21.872,,,1.2679
02/10/2023 07:30:01.800,15.1,,
02/10/2023 07:29:28.528,,4.35,
02/10/2023 07:22:30.495,,,1.2633
02/10/2023 07:20:01.800,15.1,,
02/10/2023 07:19:28.528,,4.35,
02/10/2023 07:18:11.983,,,1.268
02/10/2023 07:12:32.649,,,1.2651
02/10/2023 07:10:01.800,15.1,,
02/10/2023 07:09:28.528,,4.35,
02/10/2023 07:05:08.381,,,1.2652
02/10/2023 07:00:40.514,,,1.2665
02/10/2023 07:00:01.800,15.1,,
02/10/2023 06:59:28.528,,4.35,
02/10/2023 06:56:28.880,,,1.265
02/10/2023 06:50:01.800,15.1,,
02/10/2023 06:49:28.528,,4.35,
02/10/2023 06:48:29.617,,,1.2654
02/10/2023 06:45:55.380,,,1.2716
02/10/2023 06:42:39.310,,,1.2653
02/10/2023 06:40:01.800,15.1,,
02/10/2023 06:39:28.528,,4.35,
02/10/2023 06:37:37.671,,,1.2668
02/10/2023 06:32:40.180,,,1.2651
02/10/2023 06:30:01.800,15.1,,
02/10/2023 06:29:28.528,,4.35,
02/10/2023 06:28:09.579,15,,
02/10/2023 06:27:19.307,,,1.2652
02/10/2023 06:23:48.684,,,1.27
02/10/2023 06:22:38.159,,,1.2651
02/10/2023 06:19:35.279,,,1.2684
02/10/2023 06:19:28.528,,4.35,
02/10/2023 06:18:09.579,15,,
02/10/2023 06:17:41.712,,,1.2611
02/10/2023 06:16:15.910,,,1.2684
02/10/2023 06:11:56.362,,,1.2641
02/10/2023 06:09:28.528,,4.35,
02/10/2023 06:08:09.579,15,,
02/10/2023 06:07:39.875,,,1.261
02/10/2023 06:06:16.155,,,1.2677
02/10/2023 06:01:14.574,,,1.2663
02/10/2023 05:59:28.528,,4.35,
02/10/2023 05:58:46.304,,,1.2616
02/10/2023 05:58:09.579,15,,
02/10/2023 05:55:13.654,,,1.2678
02/10/2023 05:51:20.543,,,1.2663
02/10/2023 05:49:28.528,,4.35,
02/10/2023 05:48:09.579,15,,
02/10/2023 05:46:35.284,,,1.2621
02/10/2023 05:44:53.585,,,1.2686
02/10/2023 05:39:28.528,,4.35,
02/10/2023 05:39:08.260,,,1.2647
02/10/2023 05:38:09.579,15,,
02/10/2023 05:32:40.710,,,1.2634
02/10/2023 05:31:03.538,,,1.2687
02/10/2023 05:29:28.528,,4.35,
02/10/2023 05:28:09.579,15,,
02/10/2023 05:26:06.979,,,1.2618
02/10/2023 05:23:06.221,,,1.2649
02/10/2023 05:19:34.768,,,1.2699
02/10/2023 05:19:28.528,,4.35,
02/10/2023 05:18:09.579,15,,
02/10/2023 05:17:45.394,,,1.2621
02/10/2023 05:14:14.799,,,1.265
02/10/2023 05:13:11.350,,,1.2625
02/10/2023 05:11:50.517,,,1.2656
02/10/2023 05:09:28.528,,4.35,
02/10/2023 05:08:09.579,15,,
02/10/2023 05:06:48.005,,,1.2703
02/10/2023 05:05:27.309,,,1.2654
02/10/2023 05:03:36.908,,,1.0013
02/10/2023 05:00:35.978,,,1.2617
02/10/2023 04:59:28.528,,4.35,
02/10/2023 04:59:17.279,,,1.2651
02/10/2023 04:58:09.579,15,,
02/10/2023 04:57:02.139,,,1.2702
02/10/2023 04:53:43.921,,,1.2627
02/10/2023 04:49:28.528,,4.35,
02/10/2023 04:48:39.307,,,1.2664
02/10/2023 04:48:09.579,15,,
02/10/2023 04:43:42.739,,,1.2698
02/10/2023 04:42:29.032,,,1.2635
02/10/2023 04:41:01.095,,,1.2654
02/10/2023 04:39:28.528,,4.35,
02/10/2023 04:38:51.216,,,1.2614
02/10/2023 04:38:09.579,15,,
02/10/2023 04:37:28.486,,,1.2661
02/10/2023 04:33:22.080,,,1.2695
02/10/2023 04:31:34.642,,,1.2628
02/10/2023 04:29:28.528,,4.35,
02/10/2023 04:28:48.962,,,1.2649
02/10/2023 04:28:09.579,15,,
02/10/2023 04:27:47.676,,,1.2622
02/10/2023 04:25:44.917,,,1.268
02/10/2023 04:20:18.951,,,1.2628
02/10/2023 04:19:28.528,,4.35,
02/10/2023 04:18:09.579,15,,
02/10/2023 04:15:37.899,,,1.2648
02/10/2023 04:13:58.578,,,1.2651
02/10/2023 04:11:49.866,,,1.27
02/10/2023 04:09:28.528,,4.35,
02/10/2023 04:09:21.774,,,1.2638
02/10/2023 04:08:21.531,,,1.2682
02/10/2023 04:08:09.579,15,,
02/10/2023 04:06:59.729,,,1.2661
02/10/2023 04:03:26.991,,,1.2681
02/10/2023 04:01:49.868,,,1.2616
02/10/2023 03:59:28.528,,4.35,
02/10/2023 03:58:09.579,15,,
02/10/2023 03:57:06.595,,,1.2662
02/10/2023 03:51:47.542,,,1.2674
02/10/2023 03:49:28.528,,4.35,
02/10/2023 03:48:59.722,,,1.2608
02/10/2023 03:48:09.579,15,,
02/10/2023 03:44:50.382,,,1.2605
02/10/2023 03:43:41.948,,,1.2672
02/10/2023 03:39:28.528,,4.35,
02/10/2023 03:38:58.615,,,1.2623
02/10/2023 03:38:09.579,15,,
02/10/2023 03:37:06.196,,,1.2599
02/10/2023 03:35:22.852,,,1.2569
02/10/2023 03:34:21.488,,,1.2642
02/10/2023 03:29:28.528,,4.35,
02/10/2023 03:29:28.303,14.8,,
02/10/2023 03:29:11.541,,,1.2569
02/10/2023 03:24:22.271,,,1.2612
02/10/2023 03:20:40.475,,,1.2649
02/10/2023 03:19:28.528,,4.35,
02/10/2023 03:19:28.303,14.8,,
02/10/2023 03:17:42.283,,,1.2556
02/10/2023 03:16:30.761,,,1.2612
02/10/2023 03:15:03.911,,,1.2536
02/10/2023 03:12:23.537,,,1.2603
02/10/2023 03:11:18.092,,,1.2673
02/10/2023 03:09:28.528,,4.35,
02/10/2023 03:09:28.303,14.8,,
02/10/2023 03:06:25.418,,,1.2641
02/10/2023 03:03:26.640,,,1.2621
02/10/2023 03:00:17.580,,,1.2659
02/10/2023 02:59:28.528,,4.35,
02/10/2023 02:59:28.303,14.8,,
02/10/2023 02:59:08.984,,,1.2674
02/10/2023 02:58:08.596,,,1.2631
02/10/2023 02:52:38.540,,,1.2688
02/10/2023 02:50:49.114,,,1.262
02/10/2023 02:49:48.796,,,1.2636
02/10/2023 02:49:28.528,,4.35,
02/10/2023 02:49:28.303,14.8,,
02/10/2023 02:46:51.900,,,1.2686
02/10/2023 02:44:30.767,,,1.2623
02/10/2023 02:40:41.984,,,1.2604
02/10/2023 02:39:28.528,,4.35,
02/10/2023 02:39:28.303,14.8,,
02/10/2023 02:39:22.201,,,1.2692
02/10/2023 02:36:02.918,,,1.2656
02/10/2023 02:34:57.467,,,1.2636
02/10/2023 02:32:14.846,,,1.2615
02/10/2023 02:30:32.556,,,1.26
02/10/2023 02:29:28.528,,4.35,
02/10/2023 02:29:28.303,14.8,,
02/10/2023 02:29:00.587,,,1.2677
02/10/2023 02:27:39.132,15,,
02/10/2023 02:24:36.884,,,1.2637
02/10/2023 02:19:28.528,,4.35,
02/10/2023 02:19:02.418,,,1.2608
02/10/2023 02:17:54.992,,,1.2666
02/10/2023 02:17:39.132,15,,
02/10/2023 02:14:07.869,,,1.2693
02/10/2023 02:13:03.457,,,1.2628
02/10/2023 02:11:24.225,,,1.2653
02/10/2023 02:10:15.764,,,1.2622
02/10/2023 02:09:28.528,,4.35,
02/10/2023 02:07:39.132,15,,
02/10/2023 02:06:51.271,,,1.2638
02/10/2023 02:05:49.851,,,1.2708
02/10/2023 02:02:14.198,,,1.2674
02/10/2023 02:00:03.394,,,1.2614
02/10/2023 01:59:28.528,,4.35,
02/10/2023 01:59:00.015,,,1.265
02/10/2023 01:57:39.132,15,,
02/10/2023 01:56:50.282,,,1.2625
02/10/2023 01:55:23.546,,,1.2662
02/10/2023 01:51:49.928,,,1.2711
02/10/2023 01:50:39.610,,,1.2663
02/10/2023 01:49:28.528,,4.35,
02/10/2023 01:47:39.132,15,,
02/10/2023 01:45:02.481,,,1.2627
02/10/2023 01:42:27.322,,,1.2688
02/10/2023 01:39:28.528,,4.35,
02/10/2023 01:38:17.068,,,1.272
02/10/2023 01:37:39.132,15,,
02/10/2023 01:36:22.603,,,1.2678
02/10/2023 01:35:01.908,,,1.2638
02/10/2023 01:31:31.543,,,1.2651
02/10/2023 01:30:06.821,,,1.2682
02/10/2023 01:29:28.528,,4.35,
02/10/2023 01:27:39.132,15,,
02/10/2023 01:25:33.160,,,1.2686
02/10/2023 01:24:27.727,,,1.2623
02/10/2023 01:20:17.572,,,1.2673
